Team ID,Team Name,Venue Name,Games Played,Wins,Losses,Points,Goals Per Game,Date of First Game,First Opponent
5,Pittsburgh Penguins,PPG Paints Arena,82,23,47,58,2.317,2003-10-10,Los Angeles Kings
